-98	0
-55	3107
-10	3208
-85	3308
-10	3408
-100	3509
-666	3609
-71	8753
7	8652
-1	9551
-70	9552
-71	10080
7	9979
-1	11209
-70	11210
-71	11660
2	11559
-1	12562
-70	12563
-71	13148
2	13047
-1	13771
-70	13772
-71	14446
2	14345
-1	15039
-70	15040
-71	35971
0	35870
-1	35986
-70	35987
-71	36119
4	36018
-1	36999
-70	37000
-71	37873
4	37772
-1	38611
-70	38612
-71	39127
4	39026
-1	39843
-70	39844
-71	40360
4	40259
-1	41484
-70	41485
-71	97754
7	97653
-1	98360
-70	98361
-71	98911
7	98810
-1	99479
-70	99480
-71	100087
7	99986
-1	100600
-70	100601
-71	101456
7	101355
-1	101860
-70	101861
-71	102456
2	102355
-1	103083
-70	103084
-71	103641
2	103540
-1	103826
-70	103827
-71	113770
2	113669
-1	114768
-70	114769
-71	115257
2	115156
-1	115546
-70	115547
-71	116143
2	116042
-1	116678
-70	116679
-71	117239
2	117138
-1	117809
-70	117810
-71	118364
2	118263
-1	118924
-70	118925
-71	119453
2	119352
-1	120081
-70	120082
-71	120562
2	120461
-1	121151
-70	121152
-71	137747
0	137646
-1	138353
-70	138354
-71	138836
0	138735
-1	139491
-70	139492
-71	139983
0	139882
-1	140546
-70	140547
-71	141068
1	140967
-1	141568
-70	141569
-71	455089
6	454988
-1	455337
-70	455339
-71	455661
6	455560
-1	456083
-70	456084
-71	456489
6	456388
-1	456538
-70	456539
-71	462592
7	462491
-1	462966
-70	462967
-71	463828
6	463727
-1	464262
-70	464263
-71	464816
2	464715
-1	466784
-70	466785
-71	467387
2	467286
-1	468248
-70	468249
-71	468822
2	468720
-1	469296
-70	469297
-71	474950
0	474849
-1	475678
-70	475679
-71	477056
1	476954
-1	477087
-70	477088
-71	477198
0	477097
-1	477502
-70	477503
-71	479626
1	479525
-1	480366
-70	480367
-71	482549
0	482448
-1	483828
-70	483829
