,PokeIn,PokeOut,Reward,Side,SideHigh,Protocollo,Stim,Wall,ProbVec0,ProbVec1,GamVec0,GamVec1,delta
0,7.088,7.771,0.0,0.0,1.0,0.0,0.0,0.0,30.0,90.0,30.0,90.0,0.0
