-98	0
-20	3112
-80	3213
0	3313
0	3412
-100	3513
-666	3613
-71	69441
10	69340
-1	70904
-70	70905
-71	71769
10	71668
-1	73067
-70	73068
-71	73746
10	73645
-1	74815
-70	74816
-71	75550
10	75449
-1	76706
-70	76707
-71	84270
10	84169
-1	84924
-70	84925
-71	85718
10	85617
-1	86643
-70	86644
-71	87274
10	87173
-1	87891
-70	87892
-71	88472
10	88371
-1	89538
-70	89539
-71	94230
1	94129
-1	94899
-70	94900
-71	95490
4	95389
-1	96529
-70	96530
-71	103132
4	103031
-1	103982
-70	103983
-71	104523
4	104422
-1	105212
-70	105213
-71	105738
4	105637
-1	106444
-70	106445
-71	106970
4	106869
-1	107518
-70	107520
-71	124800
4	124699
-1	125099
-70	125100
-71	151707
4	151606
-1	152509
-70	152510
-71	152903
4	152802
-1	153637
-70	153638
-71	154068
4	153967
-1	154873
-70	154874
-71	155328
4	155227
-1	156109
-70	156110
-71	156546
4	156445
-1	157317
-70	157318
-71	183828
4	183727
-1	185407
-70	185408
-71	185862
4	185761
-1	186993
-70	186994
-71	197318
14	197217
-1	197948
-70	197949
-71	199092
10	198991
-1	199960
-70	199961
-71	200539
10	200438
-1	201596
-70	201597
-71	202442
10	202341
-1	203512
-70	203513
-71	210330
0	210229
-1	211187
-70	211188
-71	211799
4	211698
-1	212752
-70	212753
-71	213399
4	213298
-1	214340
-70	214341
-71	215084
4	214983
-1	215941
-70	215942
-71	216483
4	216382
-1	216656
-70	216657
-71	222281
15	222180
-1	223002
-70	223003
-71	223633
10	223532
-1	224375
-70	224376
-71	224989
10	224888
-1	225757
-70	225758
-71	226295
10	226194
-1	227116
-70	227117
-71	227852
10	227751
-1	228504
-70	228505
-71	229274
10	229173
-1	230038
-70	230039
-71	230690
10	230589
-1	231523
-70	231524
-71	232200
10	232099
-1	233026
-70	233027
-71	233652
10	233551
-1	234286
-70	234287
-71	234952
10	234851
-1	235635
-70	235636
-71	236262
10	236161
-1	237123
-70	237124
-71	237646
10	237545
-1	238495
-70	238496
-71	239085
10	238984
-1	239648
-70	239649
