-98	0
-70	3111
-10	3212
-70	3312
-10	3412
-100	3513
-666	3613
-71	5106
4	5005
-1	5686
-70	6187
-71	6583
4	6482
-1	6893
-70	7394
-71	8239
6	8138
-1	8868
-70	9369
-71	9476
6	9375
-1	10070
-70	10571
-71	10703
2	10602
-1	11330
-70	11831
-71	11904
2	11803
-1	12272
-70	12773
-71	12974
0	12873
-1	13493
-70	13995
-71	14583
0	14482
-1	14938
-70	15438
-71	15645
0	15544
-1	16229
-70	16730
-71	16808
4	16707
-1	17343
-70	17844
-71	18095
4	17994
-1	18526
-70	19027
-71	20133
38	20032
-1	20503
-70	21004
-71	21253
38	21152
-1	21773
-70	22274
-71	22383
38	22282
-1	23149
-70	23650
-71	23712
34	23611
-1	24421
34	24811
-1	25537
-70	26038
-71	26281
34	26180
-1	26667
-70	27168
-71	27753
32	27652
-1	28326
-70	28827
-71	28909
32	28808
-1	29538
-70	30039
-71	30217
36	30116
-1	30819
-70	31320
-71	31380
36	31279
-1	32080
-70	32581
-71	32706
36	32605
-1	33328
-70	33829
-71	34600
39	34499
-1	35052
-70	35553
-71	35775
34	35674
-1	36294
-70	36795
-71	36942
34	36841
-1	37427
-70	37928
-71	38044
34	37943
-1	38391
-70	38892
-71	39353
0	39252
-1	39895
-70	40396
-71	40497
4	40396
-1	41090
-70	41591
-71	41674
4	41573
-1	42209
-70	42710
-71	43180
4	43079
-1	43656
-70	44157
-71	44199
4	44098
-1	44616
-70	45117
-71	45634
6	45533
-1	46225
-70	46726
-71	46924
6	46823
-1	47424
2	47753
-1	48367
-70	48868
